Column2,Column1,브랜드,상품이름,URL,가격,상품소개글,상세정보,베스트1,베스트2,베스트3,베스트4,베스트5,베스트6,베스트7,베스트8,베스트9,베스트10,리뷰수,태깅,상품정보,index,문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토핑의 비중
0,0,스윗밸런스,오늘의 샐러드 10종 (리뉴얼) (택1),https://www.kurly.com/goods/5066426,4410,다채로운 토핑을 얹은 샐러드,"매일 협력 농가에서 공수해오는 신선한 잎채소로 담은 스윗밸런스의 오늘의 샐러드를 만나 보세요. 가볍게 먹기 좋은 부드러운 채소를 엄선했어요. 수십번의 샘플링을 거쳐 완성한 특제 드레싱을 담아 채소의 매력이 더욱 살아날 수 있도록 했고요. 새우, 닭가슴살, 고구마 샐러드 등의 토핑을 얹었으니 영양소를 다양하게 섭취할 수 있을 뿐만 아니라 든든한 한 끼로도 손색이 없을 거예요.",스위트 밸런스 다른 건 다 먹어봤는데 안 먹어본 케이준 치킨 샐러드 구매해 봤어요이건 사워크림 들어있는 게 완전 신의 한 수리코타치즈같기고하고 그릭 요구르트 같기도 한 꾸덕꾸덕한 질감에 양도 많이 들어있어요 너무 시지도 않고 샐러드를 더 맛있게 해주네요 케이준 치킨은 치킨 너깃 생각하시면 돼요 소스는 이탈리안 드레싱 40g 넉넉하게 들어있어 토마토 낸 파스타 먹는 것처럼 풍성한 느낌의 소스였어요 배송받아 다음날 먹었는데 야채도 갈변 된 것 없이 신선했고 곡물 보리 귀리 보리에 병아리콩 강낭콩도 있어 포만감이 있고 피부와 건강에 좋은 방울토마토도 3개나 들어있어서 너무 맛있게 먹었어요 심지어 가격도 제일 저렴이 가격에 야채 치킨 너깃 방울토마토 콩 곡물까지 들어있어서 정말 푸짐하고 만족스러운 샐러드 부동의 베스트 판매 상품 일만 해요 컬리 배송도 빠르고 보냉도 잘 되어있어서 믿고 구매합니다 다음에는 샐러드 여러 개 쟁여야겠어요 ,우선 야채를 건강을 위해 먹어야 하는 1인으로써 무조건 1일 1제품을 원칙으로 주문하였습니다허니리코타치즈가 나름 듬뿍 있어서 야채를 먹으면서 같이 먹기에 무리가 없었습니다 개인적으로는 현미 퍼프를 뿌려서 먹는 동안 톡톡 터지는 느낌이 상당히 좋았습니다 이 기회에 현미 퍼프라는 재료를 찾아보게 되었습니다 상추 전근대 케일 라디치오 치커리의 채소가 구성 재료인데 야채의 양이 조금 많았으면 하는 아쉬움이 있었습니다 개인적인 바람이지만 적당하고 다양한 야채를 샐러드로 먹기에 좋았습니다 황도 슬라이스 건조 크랜베리 방울토마토도 적당히 들어가 있어서 좋았지만 스위트콘의 양이 상당히 많았지 않았나 하는 아쉬움이 있습니다 드레싱인 발사믹도 나름 샐러드의 풍미를 돋울 수 있어서 좋았습니다 5천 원이 안 되는 가격으로 건강한 샐러드를 맛볼 수 있어서 좋았습니다 ,가성비 최고 샐러드 매일 아침식사 혹은 다이어트 식으로 좋아요 1 가격 평소 가격으로도 주문하기 좋은데 세일하면 무조건 쟁여서 냉장고에 가득가득 샐러드 많이 먹어요 그린 샐러드만 사서 실망한 적 있는데 스위트 샐러드로 구입하는 게 훨씬 실용적이에요 양도 푸짐 맛도 보장 2 양와 구성사진으로만 보면 양이 가늠이 안되더라고요 처음 받아보고 소스랑 섞을 때만 해 도양이 너무 작네 애피타이저 용이네 했는데 먹고 나니까 배불러서 다른 거 못 먹겠더라고요 다이어트용으로 완전 배불리 먹을 수 있어요 야채 파스타 병아리콩 메추리알 등 구성이 다양한데 하나하나 다 맛있어요 샐러드소스도 처음먿어보는맛인데 사워 소스랑 살짝 비슷한 게 맛있더라고요 3 배달이랑 비교 보통 샐러드 집 가면 만 원 전후로 구입해서 먹는데 시판 샐러드보다 양은 살짝 적은데 가격은 2배 이상 저렴해요 평소 먹던 샐러드보다 간이 좀 센데 그래도 맛있게 먹을 수 있는 정도였어요 샐러드 양을 조금 늘리고 천 원 비싸졌으면 하는 맘도 있지만 충분히 배불러서 그대로도 좋아 요새 일할 때 쟁여두고 부모님댁에도 드리고 하려고요 ,자주자주 구매하는 샐러드 아침식사로 빵과 수프와겯들여 먹으면 맛있어요,양도 적당하고 맛있는데 야채가 약간 덜 싱싱해요 그래도 재구매 할 생각입니다,달걀 하나 더 추가하면 탄단지 딱 맞을 듯이 맛은 좋습니다 도시락으로 싸가기 좋아요,도시락으로 싸가기 좋아요 맛있어요 특히 소스가 너무 맛있어요 다이어트 되겠죠,여기 제품은 소스가 대체로 맛있어요 도시락으로 싸가서 먹기 딱 좋아요 저는 달걀 하나 추가했어요,치킨이 조금 들어 있어요 치킨은 데워서 먹었어요가 격 대비 괜찮은 거 같아요,회사에 도시락으로 가져가서 먹기 편하네요 소스도 다 들어있고요 달걀 하나 더 추가해서 먹으니 든든합니다 ,225283,"샐러드,샌드위치","다채로운 토핑을 얹은 샐러드매일 협력 농가에서 공수해오는 신선한 잎채소로 담은 스윗밸런스의 오늘의 샐러드를 만나 보세요. 가볍게 먹기 좋은 부드러운 채소를 엄선했어요. 수십번의 샘플링을 거쳐 완성한 특제 드레싱을 담아 채소의 매력이 더욱 살아날 수 있도록 했고요. 새우, 닭가슴살, 고구마 샐러드 등의 토핑을 얹었으니 영양소를 다양하게 섭취할 수 있을 뿐만 아니라 든든한 한 끼로도 손색이 없을 거예요.스위트 밸런스 다른 건 다 먹어봤는데 안 먹어본 케이준 치킨 샐러드 구매해 봤어요이건 사워크림 들어있는 게 완전 신의 한 수리코타치즈같기고하고 그릭 요구르트 같기도 한 꾸덕꾸덕한 질감에 양도 많이 들어있어요 너무 시지도 않고 샐러드를 더 맛있게 해주네요 케이준 치킨은 치킨 너깃 생각하시면 돼요 소스는 이탈리안 드레싱 40g 넉넉하게 들어있어 토마토 낸 파스타 먹는 것처럼 풍성한 느낌의 소스였어요 배송받아 다음날 먹었는데 야채도 갈변 된 것 없이 신선했고 곡물 보리 귀리 보리에 병아리콩 강낭콩도 있어 포만감이 있고 피부와 건강에 좋은 방울토마토도 3개나 들어있어서 너무 맛있게 먹었어요 심지어 가격도 제일 저렴이 가격에 야채 치킨 너깃 방울토마토 콩 곡물까지 들어있어서 정말 푸짐하고 만족스러운 샐러드 부동의 베스트 판매 상품 일만 해요 컬리 배송도 빠르고 보냉도 잘 되어있어서 믿고 구매합니다 다음에는 샐러드 여러 개 쟁여야겠어요 우선 야채를 건강을 위해 먹어야 하는 1인으로써 무조건 1일 1제품을 원칙으로 주문하였습니다허니리코타치즈가 나름 듬뿍 있어서 야채를 먹으면서 같이 먹기에 무리가 없었습니다 개인적으로는 현미 퍼프를 뿌려서 먹는 동안 톡톡 터지는 느낌이 상당히 좋았습니다 이 기회에 현미 퍼프라는 재료를 찾아보게 되었습니다 상추 전근대 케일 라디치오 치커리의 채소가 구성 재료인데 야채의 양이 조금 많았으면 하는 아쉬움이 있었습니다 개인적인 바람이지만 적당하고 다양한 야채를 샐러드로 먹기에 좋았습니다 황도 슬라이스 건조 크랜베리 방울토마토도 적당히 들어가 있어서 좋았지만 스위트콘의 양이 상당히 많았지 않았나 하는 아쉬움이 있습니다 드레싱인 발사믹도 나름 샐러드의 풍미를 돋울 수 있어서 좋았습니다 5천 원이 안 되는 가격으로 건강한 샐러드를 맛볼 수 있어서 좋았습니다 가성비 최고 샐러드 매일 아침식사 혹은 다이어트 식으로 좋아요 1 가격 평소 가격으로도 주문하기 좋은데 세일하면 무조건 쟁여서 냉장고에 가득가득 샐러드 많이 먹어요 그린 샐러드만 사서 실망한 적 있는데 스위트 샐러드로 구입하는 게 훨씬 실용적이에요 양도 푸짐 맛도 보장 2 양와 구성사진으로만 보면 양이 가늠이 안되더라고요 처음 받아보고 소스랑 섞을 때만 해 도양이 너무 작네 애피타이저 용이네 했는데 먹고 나니까 배불러서 다른 거 못 먹겠더라고요 다이어트용으로 완전 배불리 먹을 수 있어요 야채 파스타 병아리콩 메추리알 등 구성이 다양한데 하나하나 다 맛있어요 샐러드소스도 처음먿어보는맛인데 사워 소스랑 살짝 비슷한 게 맛있더라고요 3 배달이랑 비교 보통 샐러드 집 가면 만 원 전후로 구입해서 먹는데 시판 샐러드보다 양은 살짝 적은데 가격은 2배 이상 저렴해요 평소 먹던 샐러드보다 간이 좀 센데 그래도 맛있게 먹을 수 있는 정도였어요 샐러드 양을 조금 늘리고 천 원 비싸졌으면 하는 맘도 있지만 충분히 배불러서 그대로도 좋아 요새 일할 때 쟁여두고 부모님댁에도 드리고 하려고요 자주자주 구매하는 샐러드 아침식사로 빵과 수프와겯들여 먹으면 맛있어요양도 적당하고 맛있는데 야채가 약간 덜 싱싱해요 그래도 재구매 할 생각입니다달걀 하나 더 추가하면 탄단지 딱 맞을 듯이 맛은 좋습니다 도시락으로 싸가기 좋아요도시락으로 싸가기 좋아요 맛있어요 특히 소스가 너무 맛있어요 다이어트 되겠죠여기 제품은 소스가 대체로 맛있어요 도시락으로 싸가서 먹기 딱 좋아요 저는 달걀 하나 추가했어요치킨이 조금 들어 있어요 치킨은 데워서 먹었어요가 격 대비 괜찮은 거 같아요회사에 도시락으로 가져가서 먹기 편하네요 소스도 다 들어있고요 달걀 하나 더 추가해서 먹으니 든든합니다 ",0,0,4,0.8668071,"[(1, 0.13057247), (4, 0.8668071)]"
1,1,올마레,춘천 국물 닭갈비 떡볶이,https://www.kurly.com/goods/5050290,13200,닭갈비와 떡볶이의 오묘한 조화,"떡볶이에 닭갈비을 넣어 먹는다고 하면 어딘가 어색하게 느껴지지만, 한 번 그 맛을 본 사람은 또 찾을 수밖에 없을 정도로 중독적이라고 하죠. 이번에 컬리는 닭갈비와 떡볶이의 오묘한 조화가 느껴지는 춘천 국물 닭 떡볶이를 소개합니다. 고구마와 양배추를 넣은 닭갈비에 밀떡, 소스를 함께 담은 제품이라 여럿이 든든하게 나누어 먹기 좋아요. 매콤달콤한 국물이 넉넉해 우동이나 라면 등의 사리를 더하기에도 부족함이 없지요. 남은 양념에는 밥을 볶아 맛있게 마무리하세요.



영상으로 미리 만나는 춘천 국물 닭갈비 떡볶이",결론부터 말씀드리면 큰 기대 안 하고 구매했는데 초강추 재구 매각입니다 사실 사진을 제대로 못 찍고 이미 다 먹어버려서 방금 전에 도착한 재구매 제품으로 사진을 몇 장 추가했습니다 어제 먹자마자 바로 재구매해서 오늘 아침에 다시 받았습니다 컬리의 배송은 매우 빠르니까요 구성을 보면 양념이 되어있는 닭갈비 등 주재료 밀떡 소스 등 3가지로 이루어져 있습니다 모두 개별 포장이 되어 있어서 조리하기 편리하고요 주재료가 어느 정도 손질되어 있어서 조리 과정도 매우 간편합니다 라면 끓이듯이 차례차례 넣고 볶아주기만 하면 됩니다가격은 1만 원대 초반인데 3인분이라고 했을 때 매우 합리적인 가격입니다 컬리 멤버스로 쿠폰까지 사용하니 더 저렴하게 구입한 셈이네요 실제 양은 23인분 정도로 보이며 성인 2명이 배불리 먹었을 때 딱 맞는 양입니다 다른 요리가 있거나 볶음밥까지 먹는다면 성인 3명도 충분히 먹을 수 있는 양입니다 맛은 시중 닭갈비 가게에서 파는 맛과 거의 동일합니다 닭고기가 질기지 않고 부드럽고 떡도 딱딱하지 않고 말랑해서 자꾸 손이 갑니다 소스는 전부 넣었는데 맵거나 짜지 않습니다 지금 리뷰를 쓰면서 또 먹고 싶다는 생각이 날 만큼 맛있게 잘 먹었습니다 조리방법은 포장지에 친절하고 간결하게 나와있어 보고 그대로 따라 하시면 됩니다 그냥 차례차례 넣고 볶아주는 수준에 불과한 간단한 조리법입니다 배송된 재료에 잘게 썬 양배추 깻잎 대파를 추가로 넣어서 먹으면 더욱 맛있습니다 마무리로 김가루와 함께 밥을 볶아서 먹으면 금상첨화입니다 꼭 한번 먹어보시길 추천합니다 오래오래 판매해 주세요 감사합니다,계속 상단에 떠 있던 제품인데 닭갈비 떡볶이라고 좀 뭔가 안 어울리는 것 같아서 계속 구매를 안 하다가 이번에 세일하는 김에 구매를 했는데 생각보다 더 괜찮더라고요 떡볶이 맛보다는 닭갈비에 떡이 있는 느낌이 더 가까운 것 같습니다 엄청 맛있고 양도 많아서 4가족인데 전부 배부르게 먹었어요 만드는 방법도 그리 어렵지 않은데 꼭 먹기 전에 미리 냉동에서 꺼내서 자연해동을 시켜줘야 합니다 그리고 해동이 다 되었으면 중불에서 닭갈비를 6분간 섞어서 익히고 물 200ml 소스 떡을 넣고 강불에서 5분 정도 조리하면 된다고 적혀있었는데 저희 집은 화력 차이인지 팬 때문인지 물이 많이 남아서 8분 10분 정도 더 졸이면서 만들었던 것 같아요 기호에 따라서 대파랑 깻잎을 넣으면 좋다고 되어있었는데 정말 깻잎이 잘 어울릴 것 같더라고요 없어서 아쉬웠습니다 다른 분들은 꼭 깻잎 넣어서 드세요 그리고 바로 김치 옥수수 참기름 김 가루 넣고 밥 볶았는데 이게 진짜 진짜 맛있었습니다 마무리는 볶음밥이라고 저는 개인적으로 이 볶음밥이 더 맛있었어요 무엇보다 소스가 엄청 많이 남아서 밥을 4공기 볶았는데 뭔가 제 입맛엔 살짝 짜서 거기다가 반 공기 넣고 더 볶았더니 딱 맞더라고요 볶음밥까지 했더니 양이 어마 무시하게 많아서 먹고 나서 딱 반 공기 정도 밥이 남아서 남은 건 아침에 먹었어요 아무튼 고민하시는 분들은 강력 추천드려요,이번 행사했을 때 궁금해서 구매했어요 역시 후기는 배신하지 않네요 감동 수준입니다 기분 좋게 계속 손이 가는 맛이에요 닭고기는 살 안 쪄요 남편과 아이 모두 춘천 국물 닭갈비 떡볶이의 팬이 되었습니다 진정 쟁여 템이 예 요 저희 세 식구 입맛이 제각각인데 이건 만장일치네요 저는 맵찔이고 저희 아이 초1 맵찔인데 이건 맛있게 잘 먹었어요 닭도 실하고 씹히는 맛도 좋고 떡도 쫄깃하니 소스와 정말 잘 어울립니다 무엇보다 고구마와 양배추가 화룡점정인 듯 중간에 씹히는 것이 감칠맛도 나고 야채의 단맛과 찰떡궁합입니다  저는 여기에 깻잎에 싸서 함께 먹었는데 정말 꾸어 맛입니다 침 고여요 어설픈 매장에서 먹는 것보다 훨씬 든든하고 맛있어요 마지막 밥까지 볶아 먹으면 정말 한 끼 제대로 먹습니다 아는 언니한테 이거 맛있다고 했더니 가락국수 넣어서 먹어도 맛있다는 꿀팁을 전수받아 다음에는 그렇게 마무리해 보려고요 이번 주말 캠핑장에서 먹어봐야겠어요 구매 대대 대대 성공입니다 강력 추천합니다 ,춘천 국물 닭갈비 떡볶이는 두 가지를 동시에 먹을 수 있는 음식이네요 남은 국물에 밥을 비벼서 먹으면 더욱 좋아요 시간이 나면 또 추가로 신청하도록 할 생각입니다, 집에서 춘천의 봄을 즐겨봐요 닭갈비를 좋아하다 보니 평이 좋아서 바로 구매했어요 완전 대만족입니다 가족들이 그냥 싹싹 긁어 다 먹었어요 4인 가족 양으로는 부족하지 않을까 했지만 야채 추가하니 양도 적당했어요 고기도 큼직하게 들어 있어서 익히면서 잘라 주었습니다 완전 추천드립니다 1 국내산 닭고기 2 맵찔이도 잘 먹을 수 있어요 3 양배추 닭고기 등 큼직하게 들어있습니다 4밀떡 크기가 한입에 쏙쏙 들어가요 5 냉동실 자리 차지 안 하고 자연해동도 빨라서 쟁여템 하겠습니다 만들기 1 팬에 해동된 닭갈비와 채 썬 양파 당근을 넣고 강불에서 볶아줍니다 2 고기가 어느 정도 익으면 떡과 양념 물 200ml 넣고 중불에서 익혀줍니다 3 양배추 대파 깻잎 썰어 넣고 약불에서 익히다 숨 죽으면 불 끄고 참기름과 깨로 마무리합니다 볶음밥 드셔야 쥬 1 닭갈비 양념과 건더기를 한 컵 다진 김치 한 컵을 볶아줍니다 2 밥 두 공기와 조미김 전장 기준 1 장 잘게 잘라 넣고 볶다가 참기름 두르고 약불에서 눌러줍니다 3 깨 뿌리고 들기름 살짝 두르면 더욱 맛있습니다,와 진짜 맛있게 먹었어요 다른 후기처럼 기대 하나도 안 하고 조리법 순서대로 그냥 넣어서 했는데 진짜로 너무 맛있네요 양배추랑 대파 추가로 넣고 둘이서 배부르게 잘 먹었고 밥까지 비벼서 싹싹 다 먹었어 오 또 주문할래요 진짜 굿 ,일반 닭갈비보다 아주 맛있는 건 아닌데 그냥 떡볶이 사리 겸 닭갈비 겸 간편식으로 먹긴 괜찮아요,떡이랑 고구마까지 있어서 맛있어요 볶음밥까지 먹으면 든든해요 3개로 소분 후 냉동 보관해서 먹고 싶을 때마다 꺼내 먹어요,가끔 주문해서 먹던 제품인데 세일하길래 담았어 요양 넉넉하고 끓이기만 하면 끝이라 편하게 먹기 좋아요 전 양배추만 더 넉넉하게 넣었어요,반찬 없을 때 냉동실에서 꺼내 간단히 만들어 먹을 수 있어 좋아요,143008,"떡볶이,튀김,순대","닭갈비와 떡볶이의 오묘한 조화떡볶이에 닭갈비을 넣어 먹는다고 하면 어딘가 어색하게 느껴지지만, 한 번 그 맛을 본 사람은 또 찾을 수밖에 없을 정도로 중독적이라고 하죠. 이번에 컬리는 닭갈비와 떡볶이의 오묘한 조화가 느껴지는 춘천 국물 닭 떡볶이를 소개합니다. 고구마와 양배추를 넣은 닭갈비에 밀떡, 소스를 함께 담은 제품이라 여럿이 든든하게 나누어 먹기 좋아요. 매콤달콤한 국물이 넉넉해 우동이나 라면 등의 사리를 더하기에도 부족함이 없지요. 남은 양념에는 밥을 볶아 맛있게 마무리하세요.



영상으로 미리 만나는 춘천 국물 닭갈비 떡볶이결론부터 말씀드리면 큰 기대 안 하고 구매했는데 초강추 재구 매각입니다 사실 사진을 제대로 못 찍고 이미 다 먹어버려서 방금 전에 도착한 재구매 제품으로 사진을 몇 장 추가했습니다 어제 먹자마자 바로 재구매해서 오늘 아침에 다시 받았습니다 컬리의 배송은 매우 빠르니까요 구성을 보면 양념이 되어있는 닭갈비 등 주재료 밀떡 소스 등 3가지로 이루어져 있습니다 모두 개별 포장이 되어 있어서 조리하기 편리하고요 주재료가 어느 정도 손질되어 있어서 조리 과정도 매우 간편합니다 라면 끓이듯이 차례차례 넣고 볶아주기만 하면 됩니다가격은 1만 원대 초반인데 3인분이라고 했을 때 매우 합리적인 가격입니다 컬리 멤버스로 쿠폰까지 사용하니 더 저렴하게 구입한 셈이네요 실제 양은 23인분 정도로 보이며 성인 2명이 배불리 먹었을 때 딱 맞는 양입니다 다른 요리가 있거나 볶음밥까지 먹는다면 성인 3명도 충분히 먹을 수 있는 양입니다 맛은 시중 닭갈비 가게에서 파는 맛과 거의 동일합니다 닭고기가 질기지 않고 부드럽고 떡도 딱딱하지 않고 말랑해서 자꾸 손이 갑니다 소스는 전부 넣었는데 맵거나 짜지 않습니다 지금 리뷰를 쓰면서 또 먹고 싶다는 생각이 날 만큼 맛있게 잘 먹었습니다 조리방법은 포장지에 친절하고 간결하게 나와있어 보고 그대로 따라 하시면 됩니다 그냥 차례차례 넣고 볶아주는 수준에 불과한 간단한 조리법입니다 배송된 재료에 잘게 썬 양배추 깻잎 대파를 추가로 넣어서 먹으면 더욱 맛있습니다 마무리로 김가루와 함께 밥을 볶아서 먹으면 금상첨화입니다 꼭 한번 먹어보시길 추천합니다 오래오래 판매해 주세요 감사합니다계속 상단에 떠 있던 제품인데 닭갈비 떡볶이라고 좀 뭔가 안 어울리는 것 같아서 계속 구매를 안 하다가 이번에 세일하는 김에 구매를 했는데 생각보다 더 괜찮더라고요 떡볶이 맛보다는 닭갈비에 떡이 있는 느낌이 더 가까운 것 같습니다 엄청 맛있고 양도 많아서 4가족인데 전부 배부르게 먹었어요 만드는 방법도 그리 어렵지 않은데 꼭 먹기 전에 미리 냉동에서 꺼내서 자연해동을 시켜줘야 합니다 그리고 해동이 다 되었으면 중불에서 닭갈비를 6분간 섞어서 익히고 물 200ml 소스 떡을 넣고 강불에서 5분 정도 조리하면 된다고 적혀있었는데 저희 집은 화력 차이인지 팬 때문인지 물이 많이 남아서 8분 10분 정도 더 졸이면서 만들었던 것 같아요 기호에 따라서 대파랑 깻잎을 넣으면 좋다고 되어있었는데 정말 깻잎이 잘 어울릴 것 같더라고요 없어서 아쉬웠습니다 다른 분들은 꼭 깻잎 넣어서 드세요 그리고 바로 김치 옥수수 참기름 김 가루 넣고 밥 볶았는데 이게 진짜 진짜 맛있었습니다 마무리는 볶음밥이라고 저는 개인적으로 이 볶음밥이 더 맛있었어요 무엇보다 소스가 엄청 많이 남아서 밥을 4공기 볶았는데 뭔가 제 입맛엔 살짝 짜서 거기다가 반 공기 넣고 더 볶았더니 딱 맞더라고요 볶음밥까지 했더니 양이 어마 무시하게 많아서 먹고 나서 딱 반 공기 정도 밥이 남아서 남은 건 아침에 먹었어요 아무튼 고민하시는 분들은 강력 추천드려요이번 행사했을 때 궁금해서 구매했어요 역시 후기는 배신하지 않네요 감동 수준입니다 기분 좋게 계속 손이 가는 맛이에요 닭고기는 살 안 쪄요 남편과 아이 모두 춘천 국물 닭갈비 떡볶이의 팬이 되었습니다 진정 쟁여 템이 예 요 저희 세 식구 입맛이 제각각인데 이건 만장일치네요 저는 맵찔이고 저희 아이 초1 맵찔인데 이건 맛있게 잘 먹었어요 닭도 실하고 씹히는 맛도 좋고 떡도 쫄깃하니 소스와 정말 잘 어울립니다 무엇보다 고구마와 양배추가 화룡점정인 듯 중간에 씹히는 것이 감칠맛도 나고 야채의 단맛과 찰떡궁합입니다  저는 여기에 깻잎에 싸서 함께 먹었는데 정말 꾸어 맛입니다 침 고여요 어설픈 매장에서 먹는 것보다 훨씬 든든하고 맛있어요 마지막 밥까지 볶아 먹으면 정말 한 끼 제대로 먹습니다 아는 언니한테 이거 맛있다고 했더니 가락국수 넣어서 먹어도 맛있다는 꿀팁을 전수받아 다음에는 그렇게 마무리해 보려고요 이번 주말 캠핑장에서 먹어봐야겠어요 구매 대대 대대 성공입니다 강력 추천합니다 춘천 국물 닭갈비 떡볶이는 두 가지를 동시에 먹을 수 있는 음식이네요 남은 국물에 밥을 비벼서 먹으면 더욱 좋아요 시간이 나면 또 추가로 신청하도록 할 생각입니다 집에서 춘천의 봄을 즐겨봐요 닭갈비를 좋아하다 보니 평이 좋아서 바로 구매했어요 완전 대만족입니다 가족들이 그냥 싹싹 긁어 다 먹었어요 4인 가족 양으로는 부족하지 않을까 했지만 야채 추가하니 양도 적당했어요 고기도 큼직하게 들어 있어서 익히면서 잘라 주었습니다 완전 추천드립니다 1 국내산 닭고기 2 맵찔이도 잘 먹을 수 있어요 3 양배추 닭고기 등 큼직하게 들어있습니다 4밀떡 크기가 한입에 쏙쏙 들어가요 5 냉동실 자리 차지 안 하고 자연해동도 빨라서 쟁여템 하겠습니다 만들기 1 팬에 해동된 닭갈비와 채 썬 양파 당근을 넣고 강불에서 볶아줍니다 2 고기가 어느 정도 익으면 떡과 양념 물 200ml 넣고 중불에서 익혀줍니다 3 양배추 대파 깻잎 썰어 넣고 약불에서 익히다 숨 죽으면 불 끄고 참기름과 깨로 마무리합니다 볶음밥 드셔야 쥬 1 닭갈비 양념과 건더기를 한 컵 다진 김치 한 컵을 볶아줍니다 2 밥 두 공기와 조미김 전장 기준 1 장 잘게 잘라 넣고 볶다가 참기름 두르고 약불에서 눌러줍니다 3 깨 뿌리고 들기름 살짝 두르면 더욱 맛있습니다와 진짜 맛있게 먹었어요 다른 후기처럼 기대 하나도 안 하고 조리법 순서대로 그냥 넣어서 했는데 진짜로 너무 맛있네요 양배추랑 대파 추가로 넣고 둘이서 배부르게 잘 먹었고 밥까지 비벼서 싹싹 다 먹었어 오 또 주문할래요 진짜 굿 일반 닭갈비보다 아주 맛있는 건 아닌데 그냥 떡볶이 사리 겸 닭갈비 겸 간편식으로 먹긴 괜찮아요떡이랑 고구마까지 있어서 맛있어요 볶음밥까지 먹으면 든든해요 3개로 소분 후 냉동 보관해서 먹고 싶을 때마다 꺼내 먹어요가끔 주문해서 먹던 제품인데 세일하길래 담았어 요양 넉넉하고 끓이기만 하면 끝이라 편하게 먹기 좋아요 전 양배추만 더 넉넉하게 넣었어요반찬 없을 때 냉동실에서 꺼내 간단히 만들어 먹을 수 있어 좋아요",1,1,1,0.563706,"[(1, 0.563706), (4, 0.43449584)]"
